date,country,variant,new_cases,new_deaths,hospitalized
2021-09-27,Brazil,BA.5,496,12,2151
2021-09-28,Brazil,Omicron,536,15,2483
2021-09-29,India,XBB,513,7,924
2021-09-30,Canada,BA.5,487,10,3916
2021-10-01,Canada,Alpha,481,8,2138
2021-10-02,India,Alpha,483,11,1040
2021-10-03,Germany,XBB,501,6,2225
2021-10-04,India,Alpha,527,12,1218
2021-10-05,Canada,Alpha,501,12,2796
2021-10-06,USA,Alpha,503,7,3051
2021-10-07,India,Alpha,484,17,1792
2021-10-08,USA,BA.5,500,15,1089
2021-10-09,USA,BA.5,542,12,3123
2021-10-10,Brazil,BA.5,484,6,4834
2021-10-11,Brazil,Alpha,550,13,2256
2021-10-12,Brazil,Delta,509,8,1289
2021-10-13,USA,BA.5,496,11,4177
2021-10-14,Canada,Omicron,518,10,1638
2021-10-15,Brazil,Omicron,504,6,313
2021-10-16,Brazil,Delta,496,18,4036
2021-10-17,Germany,XBB,464,12,197
2021-10-18,USA,Omicron,469,13,3257
2021-10-19,USA,XBB,480,15,3614
2021-10-20,Brazil,Omicron,492,8,2211
2021-10-21,Germany,Delta,512,13,3341
2021-10-22,Germany,BA.5,491,9,1106
2021-10-23,India,XBB,550,13,201
2021-10-24,India,XBB,515,12,2646
2021-10-25,Brazil,Delta,501,7,2183
2021-10-26,USA,XBB,525,8,2263
2021-10-27,Germany,Omicron,507,17,3162
2021-10-28,Germany,BA.5,467,11,1951
2021-10-29,Germany,Alpha,505,6,1066
2021-10-30,USA,Delta,468,9,2717
2021-10-31,India,XBB,478,13,249
2021-11-01,Brazil,XBB,492,16,4049
2021-11-02,India,XBB,468,20,588
2021-11-03,Germany,XBB,474,8,1876
2021-11-04,Germany,Delta,464,8,2684
2021-11-05,USA,Omicron,498,10,1227
2021-11-06,USA,Omicron,498,10,4943
2021-11-07,USA,BA.5,530,7,2875
2021-11-08,Brazil,BA.5,510,16,2313
2021-11-09,Canada,Alpha,477,9,784
2021-11-10,Canada,Omicron,489,13,914
2021-11-11,Brazil,Delta,523,11,3775
2021-11-12,Brazil,Omicron,505,6,4269
2021-11-13,Brazil,Omicron,522,11,4794
2021-11-14,India,BA.5,518,10,1911
2021-11-15,Brazil,XBB,494,12,2430
2021-11-16,India,XBB,502,7,4049
2021-11-17,USA,Omicron,471,13,2692
2021-11-18,Germany,Omicron,513,6,62
2021-11-19,Canada,Omicron,485,14,4891
2021-11-20,Germany,Omicron,473,10,1322
2021-11-21,Canada,BA.5,501,12,4615
2021-11-22,USA,Omicron,473,9,1145
2021-11-23,Canada,Omicron,542,11,417
2021-11-24,USA,Alpha,507,6,4303
2021-11-25,Germany,Alpha,507,8,1101
2021-11-26,India,Omicron,503,9,2227
2021-11-27,Canada,XBB,547,12,2948
2021-11-28,Brazil,Delta,488,13,4508
2021-11-29,India,Alpha,537,8,146
2021-11-30,India,Omicron,465,10,1142
2021-12-01,USA,Alpha,507,11,2201
2021-12-02,Germany,Omicron,482,14,2938
2021-12-03,Brazil,XBB,507,9,2378
2021-12-04,Germany,XBB,489,12,3883
2021-12-05,Germany,Alpha,544,12,3096
2021-12-06,India,Delta,514,9,3292
2021-12-07,Brazil,Delta,539,8,3110
2021-12-08,Canada,Delta,542,7,487
2021-12-09,Brazil,Delta,527,15,1832
2021-12-10,USA,BA.5,521,13,1018
2021-12-11,India,Omicron,518,11,3229
2021-12-12,Brazil,XBB,487,8,341
2021-12-13,USA,Delta,505,9,2233
2021-12-14,Canada,BA.5,513,6,3807
2021-12-15,Germany,Omicron,504,7,2524
2021-12-16,Germany,BA.5,505,7,4149
2021-12-17,USA,Alpha,508,13,4014
2021-12-18,India,Alpha,478,4,231
2021-12-19,Germany,Delta,502,7,366
2021-12-20,India,Alpha,495,5,3636
2021-12-21,India,Omicron,495,5,493
2021-12-22,Germany,Delta,493,8,4033
2021-12-23,Canada,BA.5,466,12,2991
2021-12-24,Brazil,XBB,518,9,38
2021-12-25,Germany,XBB,487,10,1984
2021-12-26,Brazil,XBB,518,6,1956
2021-12-27,India,Omicron,478,6,3338
2021-12-28,Canada,Delta,469,13,266
2021-12-29,India,Alpha,513,8,2701
2021-12-30,Canada,Delta,504,8,1837
2021-12-31,USA,BA.5,458,8,1642
2022-01-01,Canada,XBB,484,10,1859
2022-01-02,Canada,Delta,507,9,3471
2022-01-03,India,Delta,492,10,4768
2022-01-04,Germany,Alpha,471,9,2904
2022-01-05,Germany,BA.5,479,9,1971
2022-01-06,Brazil,XBB,500,9,3719
2022-01-07,USA,Alpha,483,10,1949
2022-01-08,Canada,XBB,491,14,390
2022-01-09,Brazil,Alpha,476,9,530
2022-01-10,Canada,Alpha,462,17,1598
2022-01-11,Canada,XBB,506,10,514
2022-01-12,USA,BA.5,471,11,969
2022-01-13,USA,Omicron,526,14,1788
2022-01-14,Brazil,Omicron,511,9,1736
2022-01-15,Germany,Delta,499,7,2706
2022-01-16,Canada,Delta,461,9,1441
2022-01-17,India,BA.5,519,10,4835
2022-01-18,Brazil,Omicron,511,2,4882
2022-01-19,Canada,Delta,473,8,1809
2022-01-20,USA,Omicron,504,13,1344
2022-01-21,USA,Omicron,526,10,3711
2022-01-22,USA,Omicron,488,11,1116
2022-01-23,USA,Delta,533,16,4082
2022-01-24,Germany,Delta,515,14,907
2022-01-25,Germany,BA.5,464,7,4839
2022-01-26,Canada,Alpha,494,10,3397
2022-01-27,Canada,Delta,466,9,4074
2022-01-28,Brazil,XBB,515,7,1938
2022-01-29,USA,Alpha,500,11,3481
2022-01-30,USA,Omicron,500,9,3280
2022-01-31,India,BA.5,497,13,3851
2022-02-01,India,XBB,487,12,1747
2022-02-02,USA,XBB,488,7,923
2022-02-03,India,Alpha,495,13,645
2022-02-04,India,BA.5,476,11,3771
2022-02-05,USA,Alpha,552,11,4531
2022-02-06,Germany,Delta,484,8,662
2022-02-07,Germany,Omicron,484,8,992
2022-02-08,Canada,BA.5,499,11,3272
2022-02-09,Germany,Delta,470,12,1177
2022-02-10,USA,Omicron,494,10,4752
2022-02-11,India,Omicron,503,10,1104
2022-02-12,USA,Delta,520,15,4893
2022-02-13,Brazil,BA.5,515,9,2020
2022-02-14,India,XBB,457,18,3631
2022-02-15,USA,Alpha,529,11,3053
2022-02-16,Canada,BA.5,498,13,2931
2022-02-17,Canada,XBB,492,10,370
2022-02-18,India,XBB,494,9,2580
2022-02-19,Germany,XBB,469,11,2169
2022-02-20,Canada,Alpha,491,10,2321
2022-02-21,Brazil,Alpha,504,15,2842
2022-02-22,India,Alpha,480,11,2492
2022-02-23,Brazil,XBB,535,10,2131
2022-02-24,India,Delta,552,16,4612
2022-02-25,Germany,Alpha,489,6,4876
2022-02-26,USA,XBB,548,8,1597
2022-02-27,India,BA.5,511,6,4516
2022-02-28,USA,XBB,467,9,559
2022-03-01,India,Alpha,512,8,4151
2022-03-02,Germany,Alpha,486,9,4185
2022-03-03,Brazil,Alpha,493,11,4808
2022-03-04,USA,Delta,525,8,1467
2022-03-05,Brazil,Omicron,496,7,4600
2022-03-06,India,Delta,515,8,2540
2022-03-07,India,BA.5,489,10,1812
2022-03-08,Germany,Alpha,516,11,2977
2022-03-09,India,Omicron,497,12,4305
2022-03-10,Germany,BA.5,521,10,4762
2022-03-11,India,XBB,473,15,4864
2022-03-12,Brazil,Omicron,528,10,1363
2022-03-13,India,Delta,510,6,4310
2022-03-14,USA,Alpha,517,10,2331
2022-03-15,Canada,Omicron,517,8,2932
2022-03-16,USA,BA.5,487,13,1436
2022-03-17,USA,Delta,473,7,2593
2022-03-18,Germany,BA.5,519,13,903
2022-03-19,India,BA.5,511,10,4130
2022-03-20,Brazil,Alpha,492,10,3369
2022-03-21,India,Omicron,513,10,4910
2022-03-22,Canada,BA.5,486,9,1488
2022-03-23,India,Delta,511,6,4342
2022-03-24,Canada,BA.5,511,9,2019
2022-03-25,Canada,BA.5,480,8,733
2022-03-26,USA,Delta,527,18,199
2022-03-27,Canada,XBB,510,8,1977
2022-03-28,Canada,BA.5,537,6,4408
2022-03-29,Brazil,Delta,515,6,1292
2022-03-30,Germany,Alpha,459,10,1322
2022-03-31,India,Omicron,488,6,1807
2022-04-01,Brazil,Delta,476,10,3417
2022-04-02,Germany,Delta,549,12,2599
2022-04-03,USA,Omicron,499,18,536
2022-04-04,Brazil,Delta,503,14,1804
2022-04-05,Brazil,XBB,470,14,2216
2022-04-06,USA,Alpha,500,8,948
2022-04-07,Canada,XBB,470,9,4346
2022-04-08,USA,BA.5,464,12,1842
2022-04-09,India,Alpha,487,10,2652
2022-04-10,USA,BA.5,483,9,3071
2022-04-11,Brazil,Omicron,504,10,3011
2022-04-12,USA,Delta,520,9,1637
2022-04-13,India,Delta,496,12,1013
2022-04-14,Canada,Alpha,472,7,2389
2022-04-15,Canada,Delta,473,6,2368
2022-04-16,Germany,Delta,512,12,2595
2022-04-17,Germany,BA.5,473,7,4503
2022-04-18,India,XBB,499,9,3954
2022-04-19,Germany,Delta,484,12,3335
2022-04-20,Canada,BA.5,486,9,2845
2022-04-21,Canada,XBB,538,12,3371
2022-04-22,Germany,Delta,507,4,448
2022-04-23,USA,Alpha,515,6,1626
2022-04-24,Canada,Alpha,473,8,2024
2022-04-25,Germany,Alpha,495,11,2213
2022-04-26,Germany,Omicron,497,14,2930
2022-04-27,India,Alpha,529,6,1143
2022-04-28,India,Delta,472,5,4864
2022-04-29,Canada,Delta,519,7,2339
2022-04-30,Brazil,Alpha,485,10,4744
2022-05-01,Germany,Alpha,530,10,1648
2022-05-02,USA,BA.5,506,10,2710
2022-05-03,Brazil,XBB,494,6,4918
2022-05-04,Germany,Alpha,501,9,263
2022-05-05,Brazil,BA.5,499,12,3469
2022-05-06,Germany,Delta,520,10,229
2022-05-07,Germany,Alpha,524,10,2681
2022-05-08,Brazil,BA.5,500,8,1163
2022-05-09,India,BA.5,523,13,3274
2022-05-10,Germany,XBB,508,5,651
2022-05-11,Canada,Delta,497,12,715
2022-05-12,Brazil,XBB,547,10,3133
2022-05-13,India,XBB,504,10,1958
2022-05-14,USA,XBB,494,5,2824
2022-05-15,Germany,Delta,517,10,124
2022-05-16,Germany,Alpha,511,9,2326
2022-05-17,Canada,XBB,525,7,3987
2022-05-18,India,Omicron,474,14,3247
2022-05-19,Germany,Delta,493,12,3618
2022-05-20,India,BA.5,446,13,3354
2022-05-21,Germany,BA.5,507,17,993
2022-05-22,USA,Delta,515,12,4963
2022-05-23,Canada,BA.5,476,8,385
2022-05-24,USA,Delta,526,15,1770
2022-05-25,USA,Alpha,496,10,3598
2022-05-26,Brazil,Delta,483,13,916
2022-05-27,USA,Alpha,508,8,1762
2022-05-28,Canada,Delta,526,5,2283
2022-05-29,Canada,XBB,500,10,2232
2022-05-30,Germany,Omicron,535,10,4342
2022-05-31,USA,Alpha,472,6,2328
2022-06-01,India,Omicron,474,7,1257
2022-06-02,Brazil,BA.5,515,5,2471
2022-06-03,Brazil,Alpha,498,8,2780
2022-06-04,Brazil,BA.5,519,10,3715
2022-06-05,Canada,XBB,481,7,1167
2022-06-06,Canada,XBB,476,13,2421
2022-06-07,Germany,Alpha,532,11,3254
2022-06-08,USA,Alpha,506,8,2139
2022-06-09,Canada,Omicron,485,13,2261
2022-06-10,Brazil,BA.5,489,16,2769
2022-06-11,Canada,Omicron,495,9,4776
2022-06-12,USA,Alpha,465,9,4636
2022-06-13,Canada,Omicron,532,7,3476
2022-06-14,USA,Alpha,488,9,4587
2022-06-15,Germany,Delta,485,9,503
2022-06-16,Canada,BA.5,503,5,4351
2022-06-17,USA,XBB,491,9,1278
2022-06-18,USA,XBB,479,10,964
2022-06-19,India,Omicron,487,14,392
2022-06-20,Germany,XBB,509,9,2358
2022-06-21,Canada,Delta,504,12,637
2022-06-22,India,Delta,540,13,1459
2022-06-23,Canada,Omicron,516,9,4054
2022-06-24,Brazil,XBB,468,13,3743
2022-06-25,Brazil,XBB,487,4,4711
2022-06-26,USA,Alpha,539,7,2704
2022-06-27,India,Omicron,508,9,808
2022-06-28,USA,Alpha,485,9,4640
2022-06-29,USA,Delta,506,12,1392
2022-06-30,USA,Omicron,508,9,4318
2022-07-01,Brazil,Alpha,524,7,1452
2022-07-02,USA,Delta,513,13,786
2022-07-03,USA,XBB,503,12,600
2022-07-04,USA,Omicron,521,14,3621
2022-07-05,USA,Alpha,470,13,2346
2022-07-06,India,BA.5,465,11,3237
2022-07-07,Canada,XBB,506,12,1608
2022-07-08,India,Alpha,502,14,1095
2022-07-09,Germany,Alpha,498,11,1083
2022-07-10,India,Omicron,482,10,1920
2022-07-11,Germany,BA.5,494,9,4029
2022-07-12,Brazil,XBB,547,17,259
2022-07-13,Canada,XBB,497,11,849
2022-07-14,USA,Omicron,492,12,3561
2022-07-15,Germany,Omicron,481,12,333
2022-07-16,Brazil,Omicron,483,11,1146
2022-07-17,Canada,BA.5,527,7,815
2022-07-18,Germany,Omicron,511,8,4899
2022-07-19,Brazil,BA.5,487,17,1537
2022-07-20,USA,BA.5,529,9,4527
2022-07-21,Brazil,Delta,509,3,4302
2022-07-22,Brazil,Omicron,470,6,354
2022-07-23,USA,Omicron,515,10,3677
2022-07-24,Germany,XBB,503,5,1350
2022-07-25,Brazil,Omicron,501,13,2128
2022-07-26,USA,BA.5,505,12,735
2022-07-27,Germany,Omicron,487,9,2031
2022-07-28,USA,Alpha,448,13,1883
2022-07-29,India,XBB,512,13,371
2022-07-30,Germany,Alpha,508,6,4645
2022-07-31,India,BA.5,461,13,1543
2022-08-01,Brazil,Alpha,478,12,3131
2022-08-02,Brazil,BA.5,481,8,4261
2022-08-03,Brazil,XBB,462,7,4421
2022-08-04,Germany,Delta,474,9,3676
2022-08-05,Canada,Alpha,497,6,479
2022-08-06,Germany,XBB,513,6,4722
2022-08-07,Germany,Delta,506,10,2173
2022-08-08,Canada,BA.5,517,10,1520
2022-08-09,Germany,BA.5,525,11,4607
2022-08-10,India,Delta,511,8,693
2022-08-11,Canada,XBB,468,5,20
2022-08-12,Canada,Delta,494,11,3638
2022-08-13,India,Alpha,508,13,483
2022-08-14,Canada,Delta,509,4,4245
2022-08-15,Canada,Omicron,524,9,4817
2022-08-16,India,Alpha,491,7,671
2022-08-17,USA,XBB,492,13,3557
2022-08-18,USA,Alpha,526,13,382
2022-08-19,USA,BA.5,537,6,4135
2022-08-20,India,BA.5,487,13,3383
2022-08-21,Brazil,BA.5,500,9,528
2022-08-22,Germany,Alpha,513,5,208
2022-08-23,Canada,BA.5,486,12,1237
2022-08-24,India,XBB,505,11,1563
2022-08-25,Germany,XBB,530,5,1400
2022-08-26,India,Alpha,509,12,1849
2022-08-27,Canada,Delta,468,11,2964
2022-08-28,Brazil,Delta,481,6,4836
2022-08-29,India,XBB,521,4,69
2022-08-30,Germany,Alpha,491,14,1045
2022-08-31,Germany,XBB,520,16,4613
2022-09-01,Canada,BA.5,465,17,4946
2022-09-02,USA,BA.5,514,4,4973
2022-09-03,Canada,XBB,550,13,976
2022-09-04,Canada,BA.5,507,7,958
2022-09-05,USA,Omicron,506,12,2751
2022-09-06,Brazil,Omicron,523,7,284
2022-09-07,India,Omicron,506,9,3247
2022-09-08,Germany,Delta,488,9,1490
2022-09-09,India,Delta,512,10,430
2022-09-10,India,Alpha,532,5,4523
2022-09-11,Germany,Delta,513,8,4427
2022-09-12,USA,XBB,490,11,443
2022-09-13,Germany,Alpha,440,11,1912
2022-09-14,USA,Alpha,484,17,1236
2022-09-15,USA,XBB,480,12,4538
2022-09-16,Canada,Omicron,514,13,1214
2022-09-17,Brazil,Delta,509,9,477
2022-09-18,Canada,Alpha,497,11,4600
2022-09-19,Brazil,Omicron,453,9,1472
2022-09-20,USA,BA.5,486,13,1565
2022-09-21,Canada,Omicron,499,9,4244
2022-09-22,India,Omicron,540,12,4699
2022-09-23,Germany,Delta,458,11,659
2022-09-24,Germany,BA.5,487,12,4338
2022-09-25,Germany,Alpha,524,7,1938
2022-09-26,Brazil,XBB,462,7,3196
2022-09-27,Germany,Alpha,507,17,1367
2022-09-28,Brazil,Delta,497,7,2314
2022-09-29,Brazil,Alpha,492,5,4391
2022-09-30,Brazil,Delta,469,8,3387
2022-10-01,India,Delta,502,9,921
2022-10-02,USA,Alpha,493,11,556
2022-10-03,India,XBB,505,8,3173
2022-10-04,USA,XBB,546,11,4110
2022-10-05,India,Alpha,509,4,3340
2022-10-06,Brazil,BA.5,506,4,336
2022-10-07,USA,Omicron,494,12,3538
2022-10-08,Germany,XBB,471,9,3753
2022-10-09,India,Delta,521,7,4506
2022-10-10,USA,XBB,491,9,3149
2022-10-11,Germany,BA.5,509,5,2369
2022-10-12,Canada,Alpha,457,11,1414
2022-10-13,Brazil,BA.5,516,4,1664
2022-10-14,India,Omicron,474,8,596
2022-10-15,India,XBB,523,7,4063
2022-10-16,Canada,Delta,497,8,564
2022-10-17,USA,Delta,518,7,552
2022-10-18,India,BA.5,523,9,2854
2022-10-19,India,Alpha,498,5,3831
2022-10-20,India,Omicron,518,14,964
2022-10-21,India,Alpha,482,11,2548
2022-10-22,Canada,XBB,483,16,2367
2022-10-23,Brazil,BA.5,479,12,1563
2022-10-24,India,BA.5,489,11,1509
2022-10-25,Canada,Delta,498,9,3957
2022-10-26,Germany,XBB,511,13,752
2022-10-27,India,Delta,517,9,418
2022-10-28,USA,Alpha,539,11,1484
2022-10-29,Canada,BA.5,493,14,640
2022-10-30,USA,BA.5,499,5,2742
2022-10-31,Brazil,Omicron,519,11,944
2022-11-01,Germany,Alpha,490,5,8
2022-11-02,USA,XBB,494,3,2531
2022-11-03,India,Omicron,484,10,4459
2022-11-04,Canada,BA.5,484,12,197
2022-11-05,Germany,XBB,537,9,362
2022-11-06,Canada,Delta,478,11,4106
2022-11-07,Germany,Alpha,496,8,3835
2022-11-08,USA,Delta,505,10,2671
2022-11-09,Brazil,BA.5,512,11,667
2022-11-10,Canada,Omicron,509,11,3781
2022-11-11,India,Delta,487,12,1855
2022-11-12,Canada,BA.5,475,13,3207
2022-11-13,Brazil,Delta,478,8,2519
2022-11-14,USA,Alpha,492,8,4782
2022-11-15,India,Delta,483,10,2190
2022-11-16,India,Alpha,507,11,2295
2022-11-17,USA,Alpha,486,18,3512
2022-11-18,Canada,XBB,490,5,2099
2022-11-19,India,Omicron,460,5,3099
2022-11-20,Canada,Delta,492,12,3104
2022-11-21,Canada,BA.5,510,11,3913
2022-11-22,USA,XBB,503,12,882
2022-11-23,Brazil,Omicron,541,4,2755
2022-11-24,Brazil,XBB,507,14,153
2022-11-25,Canada,Delta,481,12,1414
2022-11-26,USA,Delta,446,10,1793
2022-11-27,Brazil,Delta,469,9,3766
2022-11-28,Canada,Omicron,477,14,3344
2022-11-29,India,XBB,510,10,1006
2022-11-30,India,BA.5,530,9,1779
2022-12-01,Germany,XBB,489,9,1334
2022-12-02,Germany,Omicron,467,14,980
2022-12-03,Germany,Alpha,500,10,3100
2022-12-04,Brazil,Alpha,505,6,4063
2022-12-05,India,Alpha,478,16,3107
2022-12-06,India,BA.5,527,9,4284
2022-12-07,Brazil,Omicron,470,12,741
2022-12-08,India,Omicron,481,6,3833
2022-12-09,India,Alpha,485,19,3142
2022-12-10,Canada,Omicron,529,7,1420
2022-12-11,India,Omicron,520,6,2452
2022-12-12,Canada,Delta,465,10,4996
2022-12-13,Germany,BA.5,461,6,2216
2022-12-14,USA,Omicron,570,10,608
2022-12-15,Canada,Alpha,490,13,1795
2022-12-16,India,XBB,530,8,2871
2022-12-17,Germany,XBB,498,14,548
2022-12-18,USA,BA.5,497,11,3751
2022-12-19,USA,Omicron,494,14,3940
2022-12-20,Germany,Delta,505,7,4581
2022-12-21,Germany,Omicron,510,6,1928
2022-12-22,USA,Alpha,493,5,226
2022-12-23,USA,Omicron,492,10,1439
2022-12-24,India,XBB,511,11,1145
2022-12-25,Canada,XBB,496,12,4384
2022-12-26,Canada,BA.5,514,12,2165
2022-12-27,USA,Alpha,497,6,4857
2022-12-28,USA,BA.5,488,8,2481
2022-12-29,Brazil,Omicron,470,6,2400
2022-12-30,USA,Delta,522,10,995
2022-12-31,Canada,BA.5,472,13,4649
2023-01-01,India,XBB,516,10,784
2023-01-02,Brazil,Alpha,496,12,3953
2023-01-03,Canada,Omicron,550,10,1937
2023-01-04,India,Alpha,458,11,3540
2023-01-05,Brazil,Alpha,513,10,563
2023-01-06,Brazil,Alpha,530,14,4390
2023-01-07,Brazil,XBB,475,9,3198
2023-01-08,Brazil,Delta,498,18,3425
2023-01-09,Brazil,BA.5,511,5,2626
2023-01-10,Brazil,XBB,490,7,3260
2023-01-11,Germany,Delta,486,11,2983
2023-01-12,India,Omicron,462,7,189
2023-01-13,Canada,BA.5,509,12,346
2023-01-14,USA,Delta,499,7,3394
2023-01-15,Canada,Omicron,516,7,4166
2023-01-16,Germany,BA.5,484,12,2603
2023-01-17,Germany,Omicron,524,6,2650
2023-01-18,Brazil,XBB,462,10,73
2023-01-19,Germany,Omicron,508,10,3946
2023-01-20,Canada,Alpha,468,21,3416
2023-01-21,Germany,XBB,521,10,2461
2023-01-22,Canada,Omicron,448,12,3297
2023-01-23,Brazil,XBB,502,10,1633
2023-01-24,Brazil,BA.5,496,11,1096
2023-01-25,Germany,Alpha,492,6,215
2023-01-26,USA,Alpha,505,10,3636
2023-01-27,Brazil,Omicron,479,9,3462
2023-01-28,India,BA.5,513,9,1734
2023-01-29,India,XBB,486,14,4460
2023-01-30,Brazil,Omicron,481,10,4236
2023-01-31,Germany,Delta,499,2,3395
2023-02-01,Brazil,Omicron,472,12,2202
2023-02-02,Germany,Delta,495,7,151
2023-02-03,Canada,Alpha,545,11,2763
2023-02-04,USA,Omicron,493,12,4826
2023-02-05,USA,Omicron,525,6,711
2023-02-06,Canada,Alpha,502,12,4937
2023-02-07,Canada,XBB,492,7,190
2023-02-08,Canada,Omicron,509,9,2123
2023-02-09,USA,BA.5,488,8,1841
2023-02-10,Brazil,Alpha,492,13,4206
2023-02-11,India,XBB,495,6,1544
2023-02-12,Germany,Alpha,466,15,3656
2023-02-13,India,Alpha,513,12,776
2023-02-14,Germany,XBB,482,13,2610
2023-02-15,USA,XBB,548,13,966
2023-02-16,Brazil,XBB,516,13,4983
2023-02-17,India,BA.5,489,9,805
2023-02-18,Canada,Delta,533,15,60
2023-02-19,Canada,Alpha,500,11,641
2023-02-20,Canada,Omicron,491,6,697
2023-02-21,India,Delta,486,9,2532
2023-02-22,Brazil,Omicron,493,11,294
2023-02-23,Brazil,Omicron,542,9,3979
2023-02-24,Canada,Omicron,502,12,1578
2023-02-25,India,BA.5,472,7,374
2023-02-26,Canada,BA.5,508,13,1059
2023-02-27,Germany,Delta,498,9,3138
2023-02-28,Germany,XBB,538,10,1154
2023-03-01,India,BA.5,533,12,1423
2023-03-02,Germany,Alpha,493,5,3241
2023-03-03,USA,Delta,465,5,3798
2023-03-04,USA,Alpha,508,11,2461
2023-03-05,USA,Omicron,519,7,737
2023-03-06,Germany,Alpha,497,6,1768
2023-03-07,Brazil,BA.5,541,16,4322
2023-03-08,USA,Alpha,499,15,1051
2023-03-09,Canada,Omicron,541,9,863
2023-03-10,Brazil,Omicron,471,11,1704
2023-03-11,India,BA.5,521,9,750
2023-03-12,Germany,Delta,544,6,635
2023-03-13,Canada,XBB,498,3,102
2023-03-14,India,Delta,514,10,2243
2023-03-15,Germany,XBB,520,13,1951
2023-03-16,Germany,BA.5,489,12,975
2023-03-17,Canada,BA.5,478,10,4642
2023-03-18,Germany,BA.5,468,9,2963
2023-03-19,Germany,Omicron,500,13,2981
2023-03-20,Germany,Delta,491,6,27
2023-03-21,Brazil,XBB,487,9,3578
2023-03-22,USA,Delta,478,8,3522
2023-03-23,Canada,XBB,478,11,1879
2023-03-24,Brazil,Alpha,496,7,4635
2023-03-25,Canada,Delta,523,10,1904
2023-03-26,Brazil,Alpha,485,11,1990
2023-03-27,Germany,BA.5,530,12,2543
2023-03-28,Germany,Omicron,499,4,718
2023-03-29,Brazil,Omicron,489,5,4120
2023-03-30,Germany,Delta,513,12,4742
2023-03-31,USA,Alpha,515,5,1855
2023-04-01,Canada,Alpha,481,6,1251
2023-04-02,Germany,XBB,537,12,777
2023-04-03,India,Delta,518,7,4700
2023-04-04,Brazil,Delta,489,8,4875
2023-04-05,Brazil,Alpha,481,10,1013
2023-04-06,Germany,Alpha,523,12,156
2023-04-07,Brazil,Omicron,524,8,1977
2023-04-08,India,Delta,501,7,1883
2023-04-09,Brazil,Omicron,508,11,3484
2023-04-10,India,BA.5,513,11,3889
2023-04-11,Brazil,BA.5,522,15,766
2023-04-12,Brazil,Alpha,514,8,104
2023-04-13,India,XBB,513,7,2322
2023-04-14,Canada,Alpha,493,11,500
2023-04-15,USA,Delta,505,12,760
2023-04-16,India,Alpha,483,17,1245
2023-04-17,USA,Omicron,524,11,4637
2023-04-18,Brazil,Alpha,504,8,3230
2023-04-19,Canada,Omicron,494,13,2710
2023-04-20,India,BA.5,474,6,2953
2023-04-21,Canada,Omicron,482,7,118
2023-04-22,India,Delta,518,10,647
2023-04-23,Germany,Alpha,534,9,2113
2023-04-24,India,Delta,497,11,2812
2023-04-25,USA,Omicron,471,7,2103
2023-04-26,Germany,Omicron,511,7,14
2023-04-27,Brazil,Omicron,512,13,3096
2023-04-28,India,Omicron,518,10,3253
2023-04-29,USA,Omicron,508,10,4921
2023-04-30,Brazil,Alpha,520,10,1742
2023-05-01,USA,XBB,529,7,2823
2023-05-02,Brazil,Delta,478,17,3785
2023-05-03,India,BA.5,503,7,1147
2023-05-04,Canada,BA.5,528,11,1634
2023-05-05,Brazil,Delta,523,11,3330
2023-05-06,Canada,Alpha,502,10,2305
2023-05-07,Brazil,Delta,492,9,4124
2023-05-08,Canada,Omicron,461,8,184
2023-05-09,India,XBB,514,4,3899
2023-05-10,USA,Delta,511,8,2440
2023-05-11,India,Alpha,497,9,2850
2023-05-12,Brazil,Omicron,511,10,2921
2023-05-13,Germany,Delta,511,8,367
2023-05-14,USA,Delta,517,16,3863
2023-05-15,Canada,Omicron,483,9,699
2023-05-16,USA,Alpha,524,10,2497
2023-05-17,USA,XBB,498,11,2305
2023-05-18,India,XBB,484,7,530
2023-05-19,Brazil,Omicron,500,7,4849
2023-05-20,India,BA.5,460,19,271
2023-05-21,Brazil,Alpha,471,10,1567
2023-05-22,Germany,BA.5,489,7,2617
2023-05-23,India,BA.5,519,9,2648
2023-05-24,Germany,BA.5,521,10,1383
2023-05-25,Brazil,Alpha,481,14,1721
2023-05-26,USA,BA.5,516,15,326
2023-05-27,Germany,Omicron,479,14,1659
2023-05-28,Germany,Delta,492,17,2065
2023-05-29,Brazil,Omicron,531,14,1287
2023-05-30,Brazil,Delta,522,7,427
2023-05-31,India,XBB,505,8,1138
2023-06-01,India,BA.5,514,11,1823
2023-06-02,Brazil,XBB,474,10,3459
2023-06-03,Germany,XBB,492,12,2391
2023-06-04,Canada,Alpha,486,11,3333
2023-06-05,India,BA.5,437,5,619
2023-06-06,Brazil,XBB,502,14,4474
2023-06-07,Canada,Delta,429,13,4665
2023-06-08,Canada,Delta,552,16,704
2023-06-09,Canada,Alpha,498,9,2177
2023-06-10,Canada,XBB,493,6,4307
2023-06-11,USA,XBB,498,12,580
2023-06-12,India,XBB,508,9,3619
2023-06-13,Canada,Alpha,480,8,3536
2023-06-14,Canada,BA.5,460,11,3260
2023-06-15,Brazil,XBB,502,10,4107
2023-06-16,Brazil,XBB,493,12,1004
2023-06-17,USA,Omicron,450,7,1383
2023-06-18,Canada,Delta,486,13,2148
2023-06-19,USA,BA.5,522,11,2077
2023-06-20,Brazil,BA.5,542,13,1480
2023-06-21,India,BA.5,499,10,3538
2023-06-22,Germany,XBB,540,7,4398
2023-06-23,Germany,Omicron,492,12,3769
